IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,198,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,198,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,199,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,201,0.00
35.188.87.85,80,8080,false,ORD,North America,Chicago,205,0.00
34.140.239.154,2095,80,false,CDG,Europe,Paris,205,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,205,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,206,0.00
34.170.14.227,8080,80,false,ORD,North America,Chicago,206,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,208,0.00
34.140.239.154,2083,80,false,CDG,Europe,Paris,209,0.00
34.140.239.154,2052,80,false,CDG,Europe,Paris,210,0.00
34.140.239.154,2082,80,false,CDG,Europe,Paris,211,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,221,0.00
35.196.217.7,80,80,false,ATL,North America,Atlanta,222,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,222,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,244,0.00
34.65.189.218,443,443,true,FRA,Europe,Frankfurt,252,0.00
34.65.81.183,443,443,true,FRA,Europe,Frankfurt,252,0.00
34.65.38.18,443,443,true,FRA,Europe,Frankfurt,254,0.00
34.65.89.127,443,443,true,FRA,Europe,Frankfurt,258,0.00
34.65.43.5,443,443,true,FRA,Europe,Frankfurt,268,0.00
34.65.41.222,443,443,true,FRA,Europe,Frankfurt,271,0.00
34.118.93.116,443,443,true,FRA,Europe,Frankfurt,282,0.00
34.65.204.120,443,443,true,FRA,Europe,Frankfurt,291,0.00
34.118.58.9,443,443,true,FRA,Europe,Frankfurt,316,0.00
34.65.43.234,443,443,true,FRA,Europe,Frankfurt,332,0.00
34.107.56.108,443,443,true,FRA,Europe,Frankfurt,332,0.00
34.145.66.39,8080,8080,false,DEL,Asia Pacific,New Delhi,402,0.00
34.145.66.39,8080,8080,false,DEL,Asia Pacific,New Delhi,422,0.00
